OrderID,CustomerID,OrderDate,OrderAmount,ProductCategory
1274,557,2023-02-11,5364.59,Books
1275,445,2024-10-20,8689.49,Books
1276,216,2023-07-07,8020.9,Furniture
1277,612,2024-07-04,9566.2,Electronics
1278,553,2023-07-22,6388.84,Electronics
1279,747,2024-01-07,582.56,Electronics
1280,756,2024-12-04,7603.1,Furniture
1281,294,2023-02-01,381.05,Electronics
1282,797,2023-08-02,6995.77,Grocery
1283,419,2023-12-01,6395.45,Books
1284,357,2024-11-01,9482.51,Clothing
1285,796,2024-04-17,1679.49,Electronics
1286,916,2023-11-25,8268.04,Books
1287,935,2024-11-27,3107.81,Electronics
1288,744,2023-04-29,863.53,Books
1289,110,2023-07-25,7193.27,Clothing
1290,262,2023-01-09,6331.29,Furniture
1291,464,2023-02-04,3515.8,Furniture
1292,331,2023-04-14,1706.42,Clothing
1293,228,2024-06-15,7625.04,Clothing
1294,345,2024-07-27,2965.01,Books
1295,59,2024-09-10,3651.5,Electronics
1296,830,2023-06-17,4764.96,Clothing
1297,696,2023-11-12,2933.68,Clothing
1298,443,2024-06-09,1940.18,Clothing
1299,260,2023-08-22,9754.62,Electronics
1300,157,2023-06-24,9015.12,Furniture
1301,153,2024-08-11,2255.48,Clothing
1302,944,2024-11-29,7796.27,Books
1303,261,2023-05-03,3470.18,Clothing
1304,374,2024-12-27,1906.14,Clothing
1305,337,2024-03-25,2213.99,Grocery
1306,227,2023-10-22,4724.95,Books
1307,870,2023-02-05,5384.61,Electronics
1308,708,2023-05-27,8179.56,Books
1309,603,2023-01-07,4794.84,Grocery
1310,903,2023-08-02,5704.28,Books
1311,132,2024-06-23,9033.88,Clothing
1312,684,2023-01-14,376.8,Clothing
1313,810,2023-01-17,809.39,Books
1314,518,2024-02-24,5366.99,Electronics
1315,509,2024-08-08,7445.72,Electronics
1316,899,2024-02-12,5703.68,Grocery
1317,228,2023-09-18,7473.13,Books
1318,355,2023-07-27,9012.11,Grocery
1319,991,2024-04-06,4371.28,Electronics
1320,324,2024-05-29,6070.42,Books
1321,306,2024-04-12,9185.85,Furniture
1322,735,2024-08-01,8849.16,Clothing
1323,23,2024-09-21,5831.25,Books
1324,918,2023-07-12,5146.64,Electronics
1325,863,2024-05-22,1421.8,Clothing
1326,654,2023-03-25,3306.45,Books
1327,875,2024-05-15,1588.84,Electronics
1328,210,2024-10-10,8078.22,Books
1329,118,2024-07-01,5570.07,Clothing
1330,955,2023-11-10,5031.29,Furniture
1331,81,2023-05-15,6340.98,Clothing
1332,705,2024-02-06,9521.59,Grocery
1333,115,2024-06-16,3761.29,Books
1334,30,2024-07-03,5316.39,Electronics
1335,58,2023-04-21,4940.8,Books
1336,551,2023-10-30,8420.76,Books
1337,170,2024-06-18,6631.01,Furniture
1338,487,2023-02-06,1500.9,Books
1339,281,2024-05-11,5405.12,Grocery
1340,492,2023-07-14,7190.04,Electronics
1341,336,2024-05-20,4016.93,Electronics
1342,303,2023-02-15,7022.73,Books
1343,171,2024-12-05,2406.3,Electronics
1344,914,2023-02-27,4352.74,Clothing
1345,13,2023-01-08,7793.64,Electronics
1346,140,2023-03-02,2618.2,Grocery
1347,885,2023-05-28,5183.41,Electronics
1348,281,2023-03-13,9707.63,Books
1349,823,2024-03-21,848.25,Books
1350,447,2024-03-15,8010.78,Books
1351,974,2023-02-20,2890.14,Furniture
1352,53,2023-02-26,2761.06,Grocery
1353,99,2024-02-11,8965.55,Electronics
1354,315,2023-02-27,6852.82,Grocery
1355,117,2023-12-02,1115.13,Electronics
1356,944,2023-09-15,1846.55,Grocery
1357,814,2024-10-16,7263.68,Books
1358,955,2023-01-31,9747.57,Furniture
1359,50,2023-12-28,4757.41,Clothing
1360,17,2023-06-29,7556.51,Clothing
1361,41,2023-12-14,1719.47,Furniture
1362,77,2023-06-10,2573.98,Grocery
1363,397,2024-05-21,7537.84,Grocery
1364,616,2024-04-01,867.39,Electronics
1365,592,2024-12-16,9854.36,Books
1366,201,2023-04-22,6451.43,Electronics
1367,343,2024-02-25,9402.16,Electronics
1368,133,2023-10-11,2119.95,Clothing
1369,43,2023-01-02,6089.03,Furniture
1370,12,2024-03-14,8317.88,Books
1371,270,2024-09-25,5317.65,Books
1372,557,2023-03-08,8709.02,Furniture
1373,338,2024-10-17,4847.77,Furniture
1374,601,2023-09-11,8323.87,Grocery
1375,325,2024-07-05,7127.14,Electronics
1376,273,2024-12-01,957.4,Grocery
1377,545,2023-08-22,2261.77,Books
1378,462,2024-08-19,9763.51,Electronics
1379,208,2023-01-23,1888.36,Books
1380,530,2024-09-08,5626.77,Furniture
1381,644,2023-05-22,9327.7,Grocery
1382,826,2023-07-26,184.57,Electronics
1383,259,2024-06-19,1409.32,Furniture
1384,407,2023-07-28,5227.54,Grocery
1385,513,2024-09-20,453.13,Furniture
1386,996,2024-02-17,1901.22,Clothing
1387,916,2024-09-01,6619.83,Electronics
1388,115,2024-03-16,7235.08,Electronics
1389,243,2024-01-17,4221.43,Electronics
1390,807,2023-04-02,8878.14,Clothing
1391,391,2023-03-29,7810.32,Clothing
1392,142,2023-12-23,5460.93,Clothing
1393,355,2023-04-07,7177.07,Furniture
1394,136,2024-01-12,7693.37,Electronics
1395,687,2023-10-10,4170.01,Clothing
1396,878,2023-04-15,4011.64,Clothing
1397,891,2023-04-10,3676.9,Electronics
1398,835,2024-09-08,5143.16,Electronics
1399,588,2024-08-22,2952.8,Clothing
1400,905,2024-05-04,7158.42,Furniture
1401,90,2023-08-11,2066.94,Furniture
1402,375,2023-07-26,2041.26,Clothing
1403,553,2024-12-05,3836.47,Furniture
1404,10,2024-03-22,2709.12,Electronics
1405,120,2024-10-21,1255.04,Books
1406,718,2024-08-22,4508.93,Grocery
1407,607,2024-10-22,7023.99,Clothing
1408,158,2023-07-13,2944.56,Grocery
1409,331,2024-05-13,4511.9,Furniture
1410,67,2024-01-28,6061.75,Grocery
1411,652,2023-08-20,3838.97,Electronics
1412,329,2023-07-24,4926.09,Grocery
1413,79,2023-08-16,8718.21,Electronics
1414,878,2024-09-15,7926.29,Electronics
1415,319,2024-04-14,6942.47,Grocery
1416,789,2023-02-04,7159.4,Furniture
1417,787,2023-01-23,1962.05,Furniture
1418,473,2024-12-15,8233.39,Electronics
1419,141,2023-09-03,6392.79,Electronics
1420,647,2024-10-22,6592.47,Clothing
1421,334,2024-02-09,7180.36,Books
1422,774,2023-04-11,8176.06,Clothing
1423,687,2024-11-28,8040.32,Books
1424,114,2024-11-11,5685.06,Clothing
1425,691,2023-11-16,5147.94,Furniture
1426,382,2023-01-30,6679.63,Grocery
1427,954,2023-05-08,1807.51,Books
1428,979,2023-06-25,1688.48,Grocery
1429,624,2024-03-14,7584.25,Clothing
1430,322,2024-08-14,7582.09,Grocery
1431,101,2023-06-29,7192.04,Clothing
1432,879,2024-09-09,5652.77,Grocery
1433,774,2024-08-11,8729.87,Grocery
1434,620,2023-10-14,8501.17,Electronics
1435,85,2023-04-07,689.41,Books
1436,848,2023-03-16,4750.1,Grocery
1437,562,2023-12-23,854.13,Electronics
1438,788,2024-07-02,837.81,Electronics
1439,738,2023-12-28,3595.53,Grocery
1440,538,2024-12-19,2045.97,Furniture
1441,760,2024-02-19,9316.95,Furniture
1442,458,2024-07-26,9625.99,Furniture
1443,780,2023-08-16,5796.4,Grocery
1444,51,2023-11-12,9057.14,Clothing
1445,95,2024-12-15,2356.13,Grocery
1446,679,2023-03-31,1398.26,Furniture
1447,737,2023-04-05,4874.77,Furniture
1448,870,2023-05-23,2810.3,Furniture
1449,9,2024-11-09,4103.8,Furniture
1450,660,2024-05-05,8928.66,Electronics
1451,964,2024-04-09,5464.2,Furniture
1452,31,2023-04-16,6846.88,Grocery
1453,814,2024-03-01,9082.02,Electronics
1454,857,2023-08-13,6041.48,Books
1455,440,2024-08-17,3610.38,Books
1456,668,2023-08-21,821.52,Grocery
1457,473,2023-09-28,5268.87,Clothing
1458,160,2024-10-21,902.47,Books
1459,874,2023-01-08,3859.88,Books
1460,258,2024-07-05,2196.35,Grocery
1461,306,2024-08-08,4857.98,Books
1462,442,2023-12-03,9035.64,Electronics
1463,442,2024-10-20,2036.28,Electronics
1464,238,2024-07-26,5281.1,Grocery
1465,999,2023-04-16,8462.87,Books
1466,765,2024-06-29,5216.92,Electronics
1467,682,2023-11-13,3394.79,Clothing
1468,800,2024-06-02,9978.83,Grocery
1469,376,2023-11-25,5502.52,Grocery
1470,505,2023-09-13,9984.27,Clothing
1471,279,2023-12-03,1687.33,Clothing
1472,728,2024-12-14,555.3,Clothing
1473,961,2023-01-10,762.16,Electronics
1474,679,2024-06-02,9382.1,Furniture
1475,402,2024-06-28,9164.23,Furniture
1476,30,2023-01-22,238.27,Furniture
1477,920,2023-02-13,235.02,Furniture
1478,570,2024-03-10,7300.6,Books
1479,489,2024-03-10,4373.55,Electronics
1480,326,2024-09-22,8093.69,Furniture
1481,412,2023-07-22,6120.13,Electronics
1482,566,2024-08-30,6896.96,Books
1483,839,2024-09-07,6465.85,Grocery
1484,962,2024-08-12,9732.27,Books
1485,337,2023-02-21,6669.67,Clothing
1486,776,2024-11-16,5747.13,Books
1487,726,2023-06-05,3433.59,Furniture
1488,174,2024-06-28,611.92,Grocery
1489,524,2024-11-25,4528.38,Grocery
1490,465,2024-08-09,430.25,Furniture
1491,603,2023-06-01,8501.68,Electronics
1492,362,2023-04-12,9288.34,Electronics
1493,477,2023-05-24,4562.18,Clothing
1494,84,2024-02-05,2599.17,Clothing
1495,276,2023-10-04,3580.99,Books
1496,420,2024-12-23,6652.18,Furniture
1497,127,2024-03-02,9810.38,Grocery
1498,898,2024-03-12,4884.18,Grocery
1499,101,2024-11-18,9957.68,Furniture
1500,615,2023-07-03,3980.82,Books
1501,460,2023-02-09,7699.72,Electronics
1502,331,2024-12-09,468.91,Grocery
1503,399,2023-06-30,1056.37,Clothing
1504,366,2023-12-21,9470.14,Clothing
1505,326,2024-09-20,4187.87,Clothing
1506,246,2024-03-24,8345.71,Books
1507,173,2023-10-12,9918.7,Grocery
1508,212,2024-06-09,8285.26,Grocery
1509,542,2024-02-22,2087.63,Electronics
1510,503,2024-04-09,5495.89,Clothing
1511,22,2024-11-06,8924.79,Electronics
1512,801,2023-05-26,5810.32,Electronics
1513,840,2023-11-25,3902.06,Grocery
1514,153,2024-01-02,4146.61,Electronics
1515,161,2023-03-10,6789.07,Grocery
1516,205,2024-04-21,1558.07,Grocery
1517,609,2024-07-23,9436.74,Books
1518,2,2024-03-16,9937.88,Electronics
1519,417,2023-01-15,1801.88,Electronics
1520,116,2024-09-19,5075.6,Clothing
1521,886,2024-02-08,7108.14,Electronics
1522,205,2023-06-10,4253.05,Clothing
1523,748,2023-05-11,3837.69,Grocery
1524,739,2023-10-19,3594.52,Furniture
1525,788,2024-07-08,5854.12,Books
1526,564,2024-12-25,6195.19,Books
1527,744,2024-04-16,614.92,Furniture
1528,867,2024-02-02,8730.08,Furniture
1529,387,2023-11-01,2891.58,Electronics
1530,613,2023-04-17,713.3,Clothing
1531,406,2024-09-07,2921.5,Books
1532,334,2024-11-14,4993.16,Electronics
1533,975,2024-01-09,8745.18,Furniture
1534,714,2023-03-20,8708.36,Grocery
1535,118,2023-08-13,6493.36,Electronics
1536,111,2023-11-23,4472.03,Books
1537,852,2024-01-07,9420.43,Books
1538,672,2023-06-18,205.58,Electronics
1539,791,2024-02-23,2910.99,Clothing
1540,835,2024-06-23,6139.42,Grocery
1541,258,2023-03-24,4849.27,Grocery
1542,142,2023-06-02,7942.05,Clothing
1543,461,2024-11-14,2079.2,Electronics
1544,765,2024-04-17,268.96,Furniture
1545,670,2023-03-16,4829.53,Furniture
1546,573,2024-11-01,5043.86,Books
1547,2,2023-07-01,5925.05,Furniture
1548,437,2023-04-17,9045.84,Clothing
1549,751,2023-06-06,202.0,Grocery
1550,560,2024-06-07,8462.81,Books
1551,915,2024-09-20,7504.89,Grocery
1552,801,2024-08-19,2497.57,Books
1553,855,2024-10-04,9395.47,Clothing
1554,822,2024-01-24,7665.98,Electronics
1555,356,2024-05-18,6547.99,Grocery
1556,840,2024-09-17,7813.68,Clothing
1557,195,2024-09-15,5282.63,Furniture
1558,177,2023-02-04,7015.0,Grocery
1559,351,2024-07-22,6747.43,Grocery
1560,158,2023-03-04,2178.07,Furniture
1561,159,2024-01-21,5463.81,Clothing
1562,810,2024-04-04,2560.5,Electronics
1563,393,2023-06-10,4395.98,Books
1564,762,2024-02-23,1164.0,Books
1565,644,2023-04-17,2754.58,Furniture
1566,991,2024-02-21,8152.3,Electronics
1567,859,2023-08-18,2533.27,Furniture
1568,384,2024-09-03,3529.28,Furniture
1569,56,2024-03-09,4667.84,Books
1570,431,2024-03-17,2032.19,Books
1571,634,2024-04-27,8745.51,Books
1572,205,2023-06-18,1087.9,Clothing
1573,774,2024-12-14,5675.27,Furniture
1574,239,2024-04-08,7227.06,Grocery
1575,740,2024-05-22,3616.05,Furniture
1576,755,2023-02-09,8912.58,Grocery
1577,73,2023-03-10,2827.04,Electronics
1578,320,2023-10-16,7852.67,Furniture
1579,772,2024-10-06,9625.69,Grocery
1580,813,2023-06-07,8365.68,Clothing
1581,819,2023-06-25,3674.64,Electronics
1582,145,2024-04-01,8150.75,Grocery
1583,77,2024-01-29,4045.49,Electronics
1584,164,2024-08-26,9791.59,Grocery
1585,523,2024-07-05,3351.68,Electronics
1586,808,2023-07-07,4814.68,Electronics
1587,30,2023-02-18,6734.12,Grocery
1588,755,2023-02-04,7501.0,Clothing
1589,686,2023-07-25,161.05,Clothing
1590,641,2024-09-07,5412.43,Clothing
1591,305,2023-10-26,5743.9,Furniture
1592,395,2023-09-23,3797.44,Electronics
1593,206,2024-09-16,3178.14,Electronics
1594,504,2023-08-17,4990.65,Books
1595,373,2024-05-31,5941.67,Books
1596,736,2024-02-04,6592.08,Electronics
1597,933,2023-07-22,3361.58,Electronics
1598,801,2024-01-01,977.04,Electronics
1599,323,2024-01-31,3943.08,Grocery
1600,49,2024-09-18,1267.2,Grocery
1601,828,2023-09-28,2291.47,Clothing
1602,498,2023-03-30,3251.74,Electronics
1603,694,2023-11-25,3512.21,Clothing
1604,81,2023-02-27,6313.71,Electronics
1605,981,2024-04-26,380.41,Clothing
1606,546,2023-03-29,5520.26,Electronics
1607,717,2023-09-12,5613.61,Clothing
1608,729,2024-05-12,4130.29,Furniture
1609,706,2024-08-26,2476.85,Books
1610,57,2024-05-22,7240.94,Books
1611,480,2024-08-25,6234.92,Electronics
1612,484,2024-09-24,4493.8,Books
1613,400,2024-04-16,5140.5,Grocery
1614,663,2023-08-15,8905.55,Electronics
1615,357,2024-10-29,7125.12,Furniture
1616,454,2023-08-04,2031.34,Books
1617,215,2024-02-26,1030.34,Electronics
1618,926,2024-07-22,8051.62,Clothing
1619,823,2024-04-14,4151.31,Clothing
1620,207,2024-06-19,4181.37,Grocery
1621,316,2023-09-12,7572.56,Furniture
1622,451,2024-06-28,7393.45,Grocery
1623,577,2024-11-05,4498.71,Furniture
1624,862,2023-01-01,8815.89,Clothing
1625,7,2024-06-17,4708.42,Grocery
1626,844,2023-02-21,2496.89,Furniture
1627,855,2024-09-01,2148.32,Grocery
1628,958,2023-01-14,1251.7,Clothing
1629,966,2023-04-24,9678.86,Electronics
1630,267,2024-01-28,7341.93,Furniture
1631,686,2023-04-24,6785.32,Electronics
1632,449,2023-07-08,4705.67,Electronics
1633,572,2024-10-03,2585.08,Grocery
1634,878,2023-05-16,6749.71,Clothing
1635,516,2023-12-29,6816.23,Clothing
1636,910,2023-11-29,8864.92,Grocery
1637,339,2024-06-26,7628.56,Electronics
1638,249,2023-10-24,4491.12,Furniture
1639,72,2023-05-29,3586.46,Clothing
1640,190,2023-09-27,7288.77,Clothing
1641,699,2023-03-14,6522.68,Clothing
1642,807,2023-01-12,3521.08,Books
1643,717,2023-07-19,5414.5,Clothing
1644,958,2024-11-27,3570.59,Electronics
1645,330,2024-08-27,4886.19,Clothing
1646,946,2023-07-27,7572.3,Electronics
1647,650,2024-04-15,7972.59,Clothing
1648,149,2023-02-14,6575.33,Books
1649,422,2023-12-19,512.44,Clothing
1650,92,2023-01-22,8300.63,Electronics
1651,451,2023-12-03,7587.9,Books
1652,111,2023-06-03,5402.71,Grocery
1653,8,2024-08-06,4092.38,Electronics
1654,814,2024-07-14,7327.09,Books
1655,950,2023-05-02,367.62,Electronics
1656,414,2024-05-19,3893.19,Clothing
1657,468,2023-02-01,386.15,Electronics
1658,524,2024-12-23,2086.24,Books
1659,581,2024-05-27,8971.0,Electronics
1660,37,2024-02-19,2908.12,Electronics
1661,124,2024-03-14,4185.18,Furniture
1662,740,2024-09-09,1192.49,Electronics
1663,728,2024-05-08,3472.53,Grocery
1664,233,2023-01-16,4165.76,Furniture
1665,777,2024-04-11,3424.28,Electronics
1666,116,2024-11-06,4482.53,Furniture
1667,696,2023-04-07,5700.55,Clothing
1668,780,2023-04-04,9922.0,Grocery
1669,17,2023-11-20,1899.16,Books
1670,263,2023-11-24,4893.45,Clothing
1671,120,2024-11-21,8437.22,Furniture
1672,180,2023-06-04,5306.81,Electronics
1673,384,2024-01-08,6730.55,Electronics
1674,278,2023-05-25,6303.14,Furniture
1675,833,2024-03-16,8149.76,Books
1676,576,2024-11-27,7015.67,Grocery
1677,246,2024-07-19,9710.97,Clothing
1678,891,2023-05-17,9907.09,Clothing
1679,562,2023-12-06,1267.01,Clothing
1680,451,2024-05-13,5459.46,Furniture
1681,117,2024-11-03,9838.99,Clothing
1682,626,2023-09-27,3455.42,Electronics
1683,437,2024-12-05,7239.89,Electronics
1684,985,2023-03-09,2613.3,Books
1685,65,2024-02-27,9778.82,Clothing
1686,112,2024-04-04,6108.6,Electronics
1687,586,2024-05-05,1458.14,Grocery
1688,936,2023-08-15,4312.67,Electronics
1689,518,2023-04-18,7623.16,Furniture
1690,496,2024-01-01,4438.66,Grocery
1691,475,2023-06-15,5098.61,Electronics
1692,678,2023-10-20,6428.58,Books
1693,767,2024-03-18,471.23,Furniture
1694,414,2024-04-17,9954.57,Electronics
1695,542,2024-10-01,7976.47,Electronics
1696,302,2023-08-18,2235.73,Grocery
1697,470,2024-02-21,608.04,Clothing
1698,324,2023-04-08,2123.69,Grocery
1699,532,2023-09-27,9066.73,Clothing
1700,598,2024-03-19,9013.26,Furniture
1701,160,2023-06-13,8996.63,Furniture
1702,557,2023-06-11,8516.86,Books
1703,943,2024-06-10,2063.61,Electronics
1704,36,2023-10-11,787.81,Books
1705,233,2024-04-03,8613.17,Grocery
1706,525,2023-05-07,8852.39,Furniture
1707,818,2024-09-24,1196.74,Clothing
1708,902,2024-03-15,1043.46,Furniture
1709,839,2023-12-14,4248.96,Grocery
1710,22,2023-04-29,191.97,Electronics
1711,741,2024-11-10,9741.84,Grocery
1712,93,2024-01-19,2683.63,Grocery
1713,543,2023-01-20,4025.8,Books
1714,664,2023-04-05,8696.18,Electronics
1715,63,2024-07-02,2909.73,Electronics
1716,138,2024-06-04,6332.96,Books
1717,425,2023-10-23,9177.75,Grocery
1718,907,2024-05-08,2085.75,Furniture
1719,99,2024-08-31,8347.03,Grocery
1720,156,2023-05-22,7880.61,Grocery
1721,787,2024-12-02,7685.75,Furniture
1722,96,2023-03-02,4973.1,Furniture
1723,205,2023-07-03,6161.37,Furniture
1724,285,2023-07-03,4262.08,Clothing
1725,124,2024-08-04,6760.49,Furniture
1726,996,2024-06-16,7421.91,Electronics
1727,501,2024-06-09,8115.43,Grocery
1728,869,2023-09-17,2342.81,Clothing
1729,455,2024-10-11,447.88,Furniture
1730,341,2023-08-01,4080.13,Furniture
1731,399,2023-01-12,2113.97,Electronics
1732,741,2023-05-09,9349.22,Electronics
1733,460,2023-06-02,5443.19,Clothing
1734,787,2024-03-05,7597.83,Books
1735,237,2023-06-25,3559.42,Clothing
1736,929,2024-07-30,8625.34,Books
1737,530,2024-10-17,2622.62,Electronics
1738,440,2024-06-30,6912.48,Clothing
1739,57,2023-09-03,8546.54,Electronics
1740,777,2023-10-01,1083.78,Grocery
1741,808,2023-02-08,4188.45,Electronics
1742,230,2024-01-04,5643.38,Electronics
1743,964,2023-12-10,7654.76,Books
1744,396,2023-07-28,9135.4,Furniture
1745,279,2024-06-17,203.55,Grocery
1746,730,2024-10-11,8794.75,Furniture
1747,140,2024-01-05,9147.9,Books
1748,441,2023-12-03,8181.64,Books
1749,841,2024-05-30,2855.01,Grocery
1750,401,2023-12-11,6492.77,Grocery
1751,642,2024-10-24,7530.27,Electronics
1752,129,2024-01-21,1318.29,Furniture
1753,355,2023-09-19,1279.47,Furniture
1754,770,2023-10-27,7371.41,Grocery
1755,817,2023-10-12,6396.89,Furniture
1756,487,2024-02-21,5195.72,Furniture
1757,292,2024-06-20,657.68,Furniture
1758,774,2024-06-11,9465.34,Furniture
1759,878,2023-12-11,5886.66,Electronics
1760,733,2024-08-07,3352.69,Electronics
1761,842,2023-02-20,6229.97,Grocery
1762,103,2023-11-12,8731.01,Furniture
1763,95,2024-02-27,3514.09,Furniture
1764,94,2023-12-28,8001.57,Electronics
1765,194,2023-09-08,5385.9,Clothing
1766,503,2023-06-30,459.12,Grocery
1767,949,2024-03-20,7324.32,Furniture
1768,253,2023-06-06,5171.91,Electronics
1769,412,2023-03-13,1578.69,Electronics
1770,27,2024-07-20,684.33,Electronics
1771,838,2024-08-09,7986.19,Books
1772,442,2023-11-26,8570.23,Furniture
1773,515,2024-07-21,7984.0,Grocery
1774,452,2023-04-16,9848.2,Books
1775,261,2024-05-07,3849.03,Electronics
1776,669,2024-07-20,7364.07,Electronics
1777,707,2024-04-16,3608.69,Clothing
1778,843,2023-03-23,1265.75,Electronics
1779,829,2023-07-10,2440.15,Electronics
1780,868,2024-01-15,1579.16,Furniture
1781,853,2024-01-09,3295.3,Furniture
1782,131,2024-02-14,6764.2,Clothing
1783,915,2024-08-06,8858.13,Clothing
1784,762,2024-02-10,1179.51,Books
1785,770,2023-11-03,5527.75,Clothing
1786,632,2023-12-27,7934.88,Electronics
1787,992,2024-02-19,5211.29,Grocery
1788,831,2024-11-14,9214.77,Electronics
1789,402,2023-04-03,7469.54,Grocery
1790,276,2023-09-02,4794.16,Grocery
1791,374,2023-02-24,1263.96,Grocery
1792,778,2024-08-19,6100.63,Books
1793,306,2024-11-11,6720.05,Books
1794,666,2023-05-18,4745.88,Clothing
1795,78,2023-07-26,1581.26,Furniture
1796,320,2023-09-19,9033.19,Electronics
1797,541,2023-08-12,3222.42,Books
1798,493,2024-09-12,4884.8,Electronics
1799,247,2023-07-22,171.39,Furniture
1800,696,2023-04-20,544.73,Electronics
1801,890,2024-05-10,5307.3,Clothing
1802,850,2024-02-19,3499.8,Books
1803,585,2024-06-11,2209.17,Furniture
1804,713,2024-10-04,3775.8,Electronics
1805,383,2024-09-21,7049.2,Furniture
1806,83,2024-12-12,3027.34,Books
1807,810,2023-07-11,1033.99,Furniture
1808,958,2024-11-20,8232.86,Furniture
1809,278,2024-02-18,3673.56,Furniture
1810,599,2023-05-12,3102.95,Grocery
1811,255,2023-12-08,2591.27,Clothing
1812,595,2023-04-24,9566.48,Books
1813,500,2024-02-29,961.23,Books
1814,806,2023-03-01,5098.41,Furniture
1815,246,2024-04-05,1625.36,Electronics
1816,137,2023-02-11,378.78,Books
1817,108,2023-04-05,8965.8,Books
1818,294,2023-09-22,8960.72,Electronics
1819,474,2024-08-07,5202.64,Books
1820,132,2024-09-10,812.18,Books
1821,31,2024-04-08,1394.62,Grocery
1822,456,2024-07-20,4382.93,Clothing
1823,6,2023-07-02,9564.03,Books
1824,903,2023-12-23,8937.75,Furniture
1825,314,2023-10-19,2808.52,Furniture
1826,94,2024-06-03,6350.94,Electronics
1827,100,2024-02-14,798.57,Clothing
1828,609,2023-09-11,2785.27,Electronics
1829,128,2024-06-23,3217.13,Furniture
1830,400,2023-06-04,3748.96,Clothing
1831,227,2023-03-12,5013.3,Clothing
1832,618,2024-02-18,4792.38,Clothing
1833,693,2024-12-20,5936.65,Books
1834,405,2024-01-27,9020.23,Books
1835,808,2024-10-08,1823.96,Books
1836,643,2023-08-19,8100.66,Furniture
1837,961,2024-10-19,3016.94,Grocery
1838,424,2024-03-07,4330.19,Furniture
1839,642,2023-08-02,3048.89,Grocery
1840,894,2024-09-25,8523.07,Furniture
1841,81,2024-03-30,6424.03,Books
1842,408,2024-10-15,8221.21,Furniture
1843,139,2024-02-07,7603.2,Grocery
1844,697,2023-06-02,3735.54,Furniture
1845,74,2023-01-24,6893.02,Clothing
1846,70,2024-06-23,8892.91,Electronics
1847,503,2023-05-25,2651.46,Furniture
1848,75,2024-12-24,8623.9,Electronics
1849,396,2024-04-17,306.42,Books
1850,964,2023-06-18,2611.35,Electronics
1851,558,2023-09-19,1200.21,Clothing
1852,328,2024-10-23,2367.11,Electronics
1853,473,2023-09-19,2278.03,Grocery
1854,186,2024-05-14,1706.4,Books
1855,892,2023-02-06,2199.67,Books
1856,875,2023-03-04,8293.43,Grocery
1857,738,2023-10-05,9476.12,Grocery
1858,214,2023-02-05,6398.8,Clothing
1859,242,2023-08-31,6801.15,Furniture
1860,579,2024-07-10,9878.3,Furniture
1861,371,2024-10-10,6074.01,Furniture
1862,43,2023-03-27,2201.3,Books
1863,310,2023-02-18,8306.04,Books
1864,809,2024-07-21,6153.44,Electronics
1865,600,2023-07-14,7724.19,Furniture
1866,47,2023-11-18,1935.31,Electronics
1867,284,2023-09-02,5905.53,Clothing
1868,447,2024-04-24,8423.75,Clothing
1869,114,2024-04-03,8332.73,Books
1870,109,2023-06-25,5909.47,Furniture
1871,176,2023-06-11,357.94,Clothing
1872,32,2024-08-14,1850.26,Grocery
1873,367,2023-01-25,7225.76,Clothing
1874,926,2024-02-02,5796.21,Electronics
1875,281,2023-05-20,4593.22,Clothing
1876,382,2024-11-09,6249.99,Books
1877,546,2023-12-27,9276.46,Books
1878,322,2023-06-19,3115.46,Grocery
1879,439,2024-08-03,8792.35,Grocery
1880,565,2024-06-15,6483.48,Electronics
1881,978,2024-02-25,8238.38,Grocery
1882,43,2024-01-29,3405.71,Electronics
1883,470,2024-12-11,6808.13,Grocery
1884,950,2023-04-25,957.84,Grocery
1885,64,2023-07-25,7859.86,Furniture
1886,253,2023-09-27,570.71,Furniture
1887,907,2023-02-09,9345.8,Furniture
1888,725,2024-02-10,282.87,Clothing
1889,377,2023-08-08,8023.62,Books
1890,161,2023-12-16,7155.24,Electronics
1891,130,2023-04-19,1745.72,Clothing
1892,53,2024-09-30,793.31,Clothing
1893,168,2024-07-28,1530.02,Clothing
1894,363,2024-11-08,9574.14,Books
1895,771,2023-03-22,565.03,Books
1896,91,2024-02-22,5021.98,Electronics
1897,26,2023-12-11,6010.74,Furniture
1898,701,2024-10-06,1864.92,Furniture
1899,87,2023-11-08,4342.04,Clothing
1900,341,2024-04-09,663.03,Grocery
1901,19,2023-02-01,4316.71,Grocery
1902,576,2023-08-27,6331.09,Books
1903,325,2024-03-18,3463.7,Clothing
1904,638,2023-06-12,3600.99,Clothing
1905,681,2024-05-19,2454.28,Books
1906,5,2024-10-18,3214.69,Furniture
1907,957,2023-06-19,5983.8,Furniture
1908,292,2024-01-07,5006.55,Furniture
1909,633,2023-04-12,2141.39,Electronics
1910,984,2024-03-19,8228.42,Clothing
1911,184,2023-08-16,4656.91,Electronics
1912,968,2023-01-05,3569.35,Furniture
1913,619,2023-11-19,3501.64,Electronics
1914,743,2023-02-02,651.29,Electronics
1915,836,2024-01-15,8514.45,Furniture
1916,635,2024-04-08,9449.43,Grocery
1917,865,2024-12-20,4363.93,Electronics
1918,972,2023-07-30,7042.98,Furniture
1919,883,2024-06-12,5506.2,Electronics
1920,206,2023-01-10,3676.04,Books
1921,561,2023-03-18,5198.18,Electronics
